RBD,NOM_RBD,DOCENTES
6585,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ 6585-4,68
6586,LICEO BICENTENARIO JAMES MUNDELL,51
6587,ESCUELA ALEJANDRO GOROSTIAGA,48
6588,ESCUELA REPUBLICA,27
6589,ESCUELA JUAN XXIII,28
6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,26
6593,ESCUELA BASICA EL CRUCERO,8
6594,ESCUELA BASICA LOS AVELLANOS,3
6595,ESCUELA BASICA RAYEN RUNGI,2
6599,ESCUELA BASICA COIHUE CURACO,8
6602,ESCUELA BASICA CATRIANCHE,1
6604,ESCUELA LOS CARRERA,27
6605,ESC.BASICA RAYEN MAHUIDA,2
6608,ESC. BASICA LA ARAUCARIA,5
6611,ESC. BASICA CHIVILCOYAN,2
6612,ESC. BASICA PICHIRAYEN,4
6616,ESC. BASICA SANTA CAROLINA,2
6621,ESC. BASICA MALALCHE BAJO,2
6622,ESC. BASICA CAMPANARIO,2
6623,ESCUELA ARENAS BLANCAS,2
6624,ESC. BASICA EL PROGRESO,6
6626,ESC. BASICA RUCAPANGUE,6
6627,ESC. BASICA ALTAMIRA,4
6628,ESC. BASICA LIFKO,3
6630,ESC. BASICA NUEVA AURORA,3
6633,ESC. BASICA SANTA MARIA DE BOROA,5
6639,ESCUELA BASICA MANIO DUCANAN,4
6641,LICEO AGRICOLA CHOL CHOL,11
6643,LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA,34
6644,LICEO SAN FCO DE ASIS DE NVA IMPERIAL,45
6647,ESCUELA PARTICULAR BELEN,4
6649,LICEO SAN FRANCISCO DE ASIS DE CHOL CHOL,15
6650,COLEGIO ANGLICANO WILLIAM WILSON,29
6652,ESCUELA PARTICULAR BOROA,15
6653,ESCUELA PARTICULAR COILACO,1
6654,ESCUELA PARTICULAR ENTRE RIOS,4
6656,ESCUELA PARTICULAR LOS GUINDOS,5
6660,ESCUELA PARTICULAR SANTA ISABEL,1
6662,ESCUELA PARTICULAR LOMA LARGA,3
6665,ESCUELA PARTICULAR CUDICO,1
6666,ESCUELA PARTICULAR ALMAGRO,9
6667,ESCUELA PARTICULAR RULO,12
6669,ESCUELA PARTICULAR DOLLIMCO,26
6670,ESCUELA PARTICULAR HUEICO,7
6671,ESCUELA PARTICULAR RENACO,4
6673,ESCUELA PARTICULAR PUEL MAPU,1
6674,ESCUELA PARTICULAR ALTO MANIO,2
6678,ESCUELA PARTICULAR SANTA MARIA,2
6679,ESCUELA PARTICULAR PIUHUICHEN,2
6681,ESCUELA PARTICULAR COIPUCO,1
6684,ESCUELA PARTICULAR SAN ANTONIO,2
6686,ESCUELA PARTICULAR LIDIA RIQUELME,10
6688,ESCUELA PARTICULAR TRANAMIL RULO,9
6689,ESCUELA PARTICULAR BANDERA,1
6690,ESCUELA PARTICULAR PEDRO AGUIRRE CERDA,7
6691,ESCUELA PARTICULAR GABRIELA MISTRAL,21
6692,ESCUELA PARTICULAR ARTURO PRAT,4
6695,ESCUELA PARTICULAR FAIZI,6
6699,ESCUELA PARTICULAR AMBROSIO OHIGGINS,5
6700,ESCUELA PARTICULAR TRAYENCO,2
6701,ESCUELA PARTICULAR ANIBAL PINTO,2
6702,ESCUELA PARTICULAR INES DE SUAREZ,5
6705,ESCUELA PARTICULAR PROF.NIMIA RIVAS,7
6708,LICEO GREGORIO URRUTIA,28
6709,ESCUELA MUNICIPAL RIO QUILLEN,39
6710,ESCUELA BASICA DE LA PIEDRA,16
6711,ESCUELA BASICA MANIUCO,8
6712,ESCUELA SAN JUAN DE AILLINCO,12
6714,ESCUELA MUNICIPAL DE LLUQUENTUE,7
6715,ESCUELA BASICA TRABUNQUILLEM,1
6716,ESC. BASICA QUETRE,3
6718,ESCUELA BASICA DE EL CAPRICHO,14
6719,ESCUELA BASICA CHACAICO,2
6721,ESCUELA REDUCCION PANGUECO,3
6722,ESCUELA BASICA QUINAHUE,2
6725,ESCUELA DE HUAMPOMALLIN,5
6726,ESCUELA BASICA SANTA MARGARITA,7
6728,ESCUELA BASICA TRIF TRIFCO,4
6731,ESCUELA BASICA PELANTARO,6
6732,ESC. BASICA FORTIN NIELOL,13
6734,ESCUELA PARTICULAR SAN SEBASTIAN,4
6735,ESCUELA PARTICULAR ADVENTISTA,4
6736,ESCUELA PARTICULAR RAPA,1
6737,ESCUELA PARTICULAR PAILLAHUE,9
6738,ESCUELA PARTICULAR REPOCURA,1
6739,ESCUELA MUNICIPAL NILPE,1
6741,ESCUELA PARTICULAR EL PROGRESO,1
6743,ESCUELA PARTICULAR RENICURA,3
6745,ESCUELA PARTICULAR BELLAVISTA,1
6747,ESCUELA PARTICULAR EL PERAL,1
6748,ESCUELA PARTICULAR EL JARDIN,2
6750,ESCUELA LLOLLETUE,2
6751,INSTITUTO COMERCIAL DE VALDIVIA,26
6752,LICEO TECNICO VALDIVIA,39
6753,LICEO SANTA MARIA LA BLANCA,29
6754,LICEO ARMANDO ROBLES RIVERA,31
6755,LICEO INDUSTRIAL VALDIVIA,31
6757,LICEO POLITECNICO BENJAMIN VICUNA MACKENNA,10
6759,ESCUELA CHILE,33
6762,ESCUELA MEXICO,46
6764,ESCUELA ESPANA,35
6765,COLEGIO DEPORTIVO MUNICIPAL DE VALDIVIA,18
6766,COLEGIO TENIENTE HERNAN MERINO CORREA,50
6767,ESCUELA LEONARDO DA VINCI,18
6768,ESCUELA DIFERENCIAL ANN SULLIVAN,5
6770,COLEGIO BICENTENARIO DE MUSICA JUAN SEBASTIAN BACH,26
6772,C.E.I.A. NARCISO GARCIA BARRIA,14
6773,ESCUELA LAS ANIMAS,25
6774,ESCUELA EL LAUREL,17
6777,ESCUELA FEDOR M.DOSTOIEVSKI,20
6780,ESCUELA FERNANDO SANTIVAN,37
6781,ESCUELA ALEMANIA,21
6785,ESCUELA ANGACHILLA,27
6786,ESCUELA ESPECIAL WALTER SCHMIDT ROESTEL,25
6787,CENTRO EDUC.ADULTOS LUIS MOLL BRIONES,11
6791,ESCUELA DE NIEBLA JUAN BOSCH,27
6793,ESCUELA RURAL HUELLELHUE,9
6797,ESCUELA RURAL CURINANCO,7
6803,ESCUELA RURAL CASA BLANCA,1
6804,ESCUELA RURAL LOS GUINDOS,1
6805,ESCUELA RURAL SANTO DOMINGO,1
6807,ESCUELA RURAL PISHUINCO,2
6814,ESCUELA RURAL MISION DE ARIQUE,2
6815,ESCUELA RURAL LOS MOLINOS,4
6816,ESCUELA RURAL CAYUMAPU,2
6817,ESCUELA RURAL ANDRES FRIED KOPP,2
6818,ESCUELA RURAL LOS PELLINES,4
6826,COLEGIO SANTA MARTA DE VALDIVIA,25
6828,COLEGIO AUSTRAL,6
6829,INSTITUTO SALESIANO,50
6830,COLEGIO NUESTRA SENORA DEL CARMEN,50
6832,COLEGIO MARIA AUXILIADORA,29
6833,INSTITUTO EDUCACIONAL COLLICO,15
6834,ESCUELA PARTICULAR METODISTA,18
6835,COLEGIO ADVENTISTA DE VALDIVIA,37
6836,COLEGIO ALONSO DE ERCILLA,8
6841,COLEGIO VALLE DE LOS RIOS,1
6843,COLEGIO WINDSOR SCHOOL,40
6844,INSTITUTO ALEMAN CARLOS ANWANDTER,54
6846,LICEO SAN LUIS DE ALBA,20
6848,ESCUELA PARTICULAR EL BOSQUE,2
6852,COLEGIO PELCHUQUIN,14
6853,LICEO POLITECNICO PESQUERO,13
6857,ESCUELA RURAL MISSISSIPPI,4
6866,ESCUELA RURAL ALFONSO OSSES PEREZ,3
6876,ESCUELA FRAY BERNABE DE LUCERNA,15
6886,ESCUELA VALLE DE MARIQUINA,23
6891,ESC.RURAL JUAN POBLETE SAINT-SIMON,7
6895,LICEO BICENTENARIO SANTA CRUZ,38
6896,SEMINARIO SAN FIDEL,14
6897,LICEO POLIVALENTE CAMILO HENRIQUEZ G.,18
6898,ESCUELA FELIPE BARTHOU CORBEAUX,16
6899,LICEO REPUBLICA DEL BRASIL,26
6901,ESCUELA RURAL REDUCCION ANTILHUE,4
6902,ESCUELA RURAL RUCAKLEN,3
6903,ESCUELA RURAL PUQUINE BAJO,3
6905,ESCUELA RURAL AYLIN,4
6916,ESCUELA ALBERTO CORDOVA LATORRE,17
6917,ESCUELA PARTICULAR PADRE CARLOS,16
6918,ESCUELA PARTICULAR SAN FRANCISCO,20
6920,ESCUELA PARTICULAR GUIDO BECK,11
6922,LICEO PADRE ALCUINO,10
6925,COLEGIO MARIA REINA,24
6929,LICEO BICENTENARIO ALBERTO BLEST GANA,25
6930,ESCUELA FRANCIA,27
6932,ESCUELA NEVADA,25
6933,ESCUELA RURAL FOLILCO,12
6934,ESCUELA NUEVA ESPANA,36
6935,ESCUELA RURAL ANTILHUE,14
6944,ESCUELA RURAL USTARITZ,5
6950,ESCUELA RURAL LAS HUELLAS,2
6951,ESCUELA RURAL LA VICTORIA,1
6953,ESCUELA RURAL EL SALTO,9
6955,ESCUELA RURAL ENRIQUE HEVIA LABBE,4
6956,ESCUELA RURAL ALICIA MERA OVALLE,2
6964,ESCUELA PARTICULAR LOS MAITENES,15
6965,ESCUELA PARTICULAR HUAIQUIMILLA,1
6969,ESCUELA PARTICULAR EL FAROL,1
6970,ESCUELA PARTICULAR PATAGONIA,8
6982,ESCUELA PARTICULAR MI TIERRA,1
6983,COLEGIO JOSE MANUEL BALMACEDA FÉRNANDEZ,62
6984,ESCUELA RURAL NONTUELA,16
6986,ESCUELA FRONTERIZA DE LLIFEN,12
6988,ESCUELA RURAL LONCOPAN BAJO,2
6989,ESCUELA RURAL LOS CERRILLOS,3
6990,ESCUELA RURAL EL LLOLLY,3
6991,ESCUELA RURAL ISLA HUAPI,5
6992,ESCUELA RURAL VISTA HERMOSA,3
6996,ESCUELA RURAL PUMOL,4
7000,ESCUELA RURAL HUEINAHUE,4
7003,ESCUELA RURAL CURRINE,11
7004,COLEGIO MARIA DEOGRACIA,33
7006,LICEO SAN CONRADO DE FUTRONO,28
7009,ESCUELA PARTICULAR CHOLLINCO,3
7011,ESCUELA PARTICULAR CHIHUIO,4
7015,LICEO BICENTENARIO DE EXCELENCIA CARLOS HAVERBECK RICHTER,14
7016,ESCUELA BASICA DE CORRAL,23
7020,ESCUELA RURAL CARBONEROS,4
7023,ESCUELA RURAL LA AGUADA,11
7024,ESCUELA RURAL SAN CARLOS,3
7025,ESCUELA RURAL EL HUAPE,2
7026,ESCUELA RURAL CHAIHUIN,4
7030,ESCUELA RURAL LAS COLORADAS,1
7031,LICEO BICENTENARIO GABRIELA MISTRAL,35
7032,ESCUELA ARTÍSTICA ALABAMA,14
7034,ESCUELA RURAL PUTREGUEL,1
7037,ESCUELA RURAL SANTA HIGIDIA,2
7038,ESCUELA RURAL HUILLICOIHUE,1
7039,ESCUELA RURAL ENRIQUE TALADRIZ,1
7040,ESCUELA RURAL RUNCA,1
7044,LICEO SANTO CURA DE ARS,28
7049,CENTRO EDUCATIVO FERNANDO SANTIVAN,30
7050,ESCUELA MARIA ALVARADO GARAY,33
7051,ESCUELA RURAL PANGUILELFUN,2
7057,ESCUELA RURAL PITREN,2
7058,ESCUELA RURAL HUITAG,3
7059,ESCUELA MANUEL ANABALÓN SÁEZ,34
7061,ESCUELA RURAL LA RINCONADA,14
7062,ESCUELA RURAL PULLINQUE,19
7063,ESCUELA RURAL HUELLAHUE,20
7064,ESCUELA BASICA REPUBLICA DE CHILE,10
7065,ESCUELA RURAL EL MANZANO,1
7071,ESCUELA RURAL LAGO AZUL,4
7072,ESCUELA RURAL LLANCAHUE,3
7074,ESCUELA RURAL CACIQUE AILLAPAN,1
7077,ESCUELA ALIHUEN,1
7078,ESCUELA RURAL CARRIRINE,1
7083,ESCUELA RURAL BOCATOMA,7
7085,COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA,18
7086,ESCUELA RURAL COIHUECO,6
7088,ESCUELA RURAL CAYUMAPU,1
7092,ESCUELA RURAL REHUEICO,9
7093,ESCUELA RURAL TRAFUN,1
7095,ESCUELA RURAL MILLEUCO,1
7100,ESCUELA RURAL LLONQUEN,9
7101,ESCUELA RURAL CACHIN,1
7102,LICEO PADRE SIGISFREDO,18
7108,ESCUELA PART. PADRE ENRIQUE ROMER,13
7109,ESCUELA PARTICULAR PELEHUE,1
7111,ESCUELA PARTICULAR PUCURA,5
7112,ESCUELA PARTICULAR PAMPA NANCUL,7
7113,ESCUELA PARTICULAR LIQUINE,2
7114,ESCUELA FRANCISCO DE ASIS,16
7115,ESCUELA PARTICULAR NUEVA LIQUINE,8
7118,ESCUELA PARTICULAR TRAITRAICO,5
7122,"COL. DE ARTES, CIENCIA Y TEC. DA VINCI",14
7123,ESCUELA PARTICULAR TRELEHUENO,1
7125,ESCUELA PARTICULAR PADRE BERGER,15
7128,COLEGIO DE CULTURA Y DIFUSION ARTISTICA,53
7129,LICEO BICENTENARIO RECTOR ABDON ANDRADE COLOMA,38
7130,ESCUELA LA UNION,24
7131,ESCUELA PRESIDENTE JORGE ALESSANDRI R.,28
7132,ESC.DIFERENC.VILLA SAN JOSE DE LA UNION,26
7133,ESCUELA RADIMADI,13
7135,COLEGIO TECNICO PROFESIONAL N°1 HONORIO OJEDA VALDERAS,11
7136,ESCUELA RURAL CATAMUTUN,5
7137,ESCUELA RURAL CHOROICO,9
7138,ESCUELA RURAL PUERTO NUEVO,12
7140,ESCUELA RURAL LOS ESTEROS,11
7141,ESCUELA RURAL FOLLECO,2
7142,ESCUELA RURAL CUINCO,4
7147,ESCUELA RURAL HUILLINCO,3
7157,ESCUELA RURAL TRAIGUEN,8
7158,ESCUELA RURAL CARIMANCA,2
7160,ESCUELA RURAL FLOR M. MUNDACA H.,1
7166,ESCUELA ALDEA CAMPESINA,6
7168,ESCUELA RURAL LLANCACURA,7
7170,ESCUELA RURAL MASHUE,7
7172,ESCUELA RURAL PILPILCAHUIN,1
7173,ESCUELA RURAL EL HUAPE,2
7174,ESCUELA RURAL LOS CHILCOS,2
7178,ESCUELA RURAL HUACAHUE,2
7180,COLEGIO ALEMAN R.A. PHILIPPI,17
7181,COLEGIO SANTA MARTA,22
7183,COLEGIO PADRE DAMIAN,22
7184,ESCUELA PARTICULAR CAMPO LINDO,2
7185,ESCUELA PARTICULAR LOS AVELLANOS,2
7188,ESCUELA PARTICULAR TRES VENTANAS,1
7192,ESCUELA PARTICULAR PUMAIHUE,3
7193,ESCUELA PARTICULAR LAGO VERDE,2
7200,LICEO RODULFO AMANDO PHILIPPI,42
7202,ESCUELA PROYECTO DE FUTURO,35
7203,ESCUELA OLEGARIO MORALES OLIVA,38
7204,ESCUELA NUEVA AURORA,15
7205,ESCUELA ROBERTO OJEDA TORRES,17
7206,ESCUELA RURAL 21 DE MAYO,26
7212,ESCUELA RURAL EL NARANJO,2
7214,ESCUELA RURAL MANAO,1
7217,ESCUELA RURAL ESTRELLA DE CHILE,4
7220,ESCUELA RURAL LA PENA,1
7225,ESCUELA RURAL EDUVIGES SCHULZ DE MOHR,2
7231,ESCUELA PARTICULAR ALEMANA,25
7234,ESCUELA PADRE ALEJANDRO CORCUERA MARTINEZ,14
7236,LICEO VICENTE PEREZ ROSALES,32
7237,ESCUELA BASICA RIO BUENO,60
7238,ESCUELA BASICA PATRICIO LYNCH,22
7239,ESCUELA BASICA SAN JOSE DE FILUCO,2
7240,COLEGIO RURAL CRUCERO,31
7242,ESCUELA RURAL VIVANCO,12
7243,ESCUELA RURAL CARIMALLIN BAJO,10
7244,ESCUELA RURAL COLONIA DIUMEN,16
7249,ESCUELA RURAL TIQUECO,3
7250,ESCUELA RURAL VALLE MANTILHUE BAJO,10
7252,ESCUELA RURAL MANTILHUE ALTO,11
7256,ESCUELA RURAL FOLILCO,1
7257,ESCUELA RURAL FUTAHUENTE,1
7260,ESCUELA RURAL CHAMPULLI,6
7261,ESCUELA RURAL CHIRRE,1
7266,ESCUELA RURAL TRAPI,4
7273,ESCUELA RURAL EL ARRAYAN,4
7276,COLEGIO SANTA CRUZ,47
7279,ESCUELA PART LA AGUADA,1
7282,ESCUELA PARTICULAR NUEVA LUMACO,2
7284,ESCUELA PARTICULAR NUEVA PINDACO,4
7285,ESCUELA PARTICULAR BOQUIAL,4
7288,ESCUELA PARTICULAR PLAYA GRANDE,1
7289,ESCUELA PARTICULAR TRAPI,1
7290,ESCUELA PARTICULAR TREHUACO,3
7292,ESCUELA PARTICULAR NUEVA ESPERANZA,1
7295,ESCUELA PARTICULAR PORVENIR,1
7296,ESCUELA PARTICULAR LOS AZADORES,1
7298,ESCUELA PARTICULAR EL RADAL,2
7299,LICEO ANTONIO VARAS,52
7301,ESCUELA RURAL ILIHUE,7
7302,ESCUELA RURAL PITRENO,6
7303,ESCUELA RURAL RININAHUE,16
7304,ESCUELA RURAL CALCURRUPE,3
7305,ESCUELA RURAL ILLAHUAPI,6
7306,ESCUELA RURAL QUILLIN,4
7307,ESCUELA RURAL LA ENSENADA,2
7308,ESCUELA RURAL LA JUNTA,1
7309,ESCUELA RURAL PITRIUCO,6
7312,ESCUELA PARTICULAR CARRAN,6
7315,ESCUELA PARTICULAR RUPUMEICA,3
7316,ESCUELA PARTICULAR POCURA,2
7318,ESCUELA PARTICULAR HUEIMEN,1
7321,ESCUELA PARTICULAR SAN SEBASTIÁN DE CHANCOYAN,1
7325,LICEO CARMELA CARVAJAL DE PRAT,41
7326,LICEO INDUSTRIAL OSORNO,30
7328,LICEO RAHUE,21
7329,LICEO ELEUTERIO RAMIREZ,24
7331,INSTITUTO COMERCIAL DE OSORNO,35
7332,ESCUELA JUAN RICARDO SANCHEZ ASCENCIO,17
7333,ESCUELA ESPAÑA,13
7334,ESCUELA EFRAIN CAMPANA SILVA,22
7335,ESCUELA SUIZA,15
7336,ESCUELA FUNDACION PAUL HARRIS,18
7337,ESCUELA GARCIA HURTADO DE MENDOZA,27
7338,ESCUELA LEONILA FOLCH LOPEZ,19
7339,ESCUELA N.88 CANADA,29
7340,ESCUELA CLAUDIO ARRAU,19
7341,ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX,22
7343,ESCUELA MEXICO DE MICHOACAN,27
7346,ESCUELA N. 46 ITALIA,19
7347,ESCUELA DEPORTIVA OSORNO,11
7348,ESCUELA CARLOS CONDELL,17
7349,ESCUELA DE ARTES Y CULTURA OSORNO,24
7352,ESCUELA SOCIEDAD DE SOCORRO DE SEÑORAS,23
7353,ESCUELA ESPECIAL `ANA AICHELE CARRASCO`,41
7354,ESCUELA RURAL LUZ Y SABER,13
7355,ESCUELA RURAL EMILIO SURBER SCHULZ,5
7356,ESCUELA RURAL PELLECO,3
7357,ESCUELA RURAL PUCOIHUE,3
7359,ESCUELA RURAL TRINQUICAHUIN,3
7366,ESCUELA RURAL MARIA LUISA BOMBAL,3
7368,ESCUELA RURAL SANTA ROSA,5
7369,ESCUELA AGROECOLOGICA PICHIL,13
7371,ESCUELA RURAL FORRAHUE,4
7372,ESCUELA RURAL CANCHA LARGA,6
7377,ESCUELA RURAL WALTERIO MEYER RUSCA,8
7380,ESCUELA RURAL LUMACO,4
7381,ESCUELA RURAL CHACAYAL,2
7382,ESCUELA RURAL LOS ABEDULES,4
7384,ESCUELA RURAL TACAMO ALTO,3
7385,ESCUELA PARTICULAR N.137 ARTURO ALESSANDRI,11
7386,ESCUELA PARTICULAR N.136 `JEAN PIAGET`,1
7388,COLEGIO SAN JOSE,58
7390,ESCUELA PARTICULAR N.130 AURORA DE CHILE,1
7391,COLEGIO BETEL,8
7396,COLEGIO BALDOMERO LILLO,8
7397,ESCUELA DE PARVULOS N.276 `PENEQUITA DOS`,6
7401,COLEGIO SANTA MARTA,35
7403,COLEGIO WILLIAM BOOTH,26
7404,COLEGIO RENE SORIANO BORQUEZ,11
7405,ESCUELA PARTICULAR N.134 ADVENTISTA,18
7407,ESCUELA PARVULARIA `PEDRO AGUIRRE CERDA`,6
7412,ESCUELA PARTICULAR N.127 VIRGEN DE CANDELARIA,33
7414,LICEO ALIANZA FRANCESA CLAUDE GAY,4
7415,INSTITUTO ALEMAN DE OSORNO,54
7416,LICEO OSORNO COLLEGE,43
7418,ESCUELA BASICA SAN PABLO,19
7419,ESCUELA DELICIO CARDENAS BUSTAMANTE,15
7424,ESCUELA RURAL VILLA CARACOL,2
7427,ESCUEAL RURAL QUILEN,6
7431,ESCUELA RURAL TRUMAO,2
7432,ESCUELA RURAL JULIO MOHR SCHULER,7
7433,ESCUELA RURAL LA POZA,5
7434,ESCUELA PARTICULAR N.143 SANTA CRUZ,17
7437,ESCUELA PARTICULAR N.148 LOLOLHUE,2
7438,ESCUELA PARTICULAR N.150 SANTA ROSA,1
7441,COLEGIO QUILACAHUIN,19
7443,ESCUELA PARTICULAR N.153 EL ROBLE,10
7446,ESCUELA PARTICULAR N.146 ROSARIO DE LAS ANIMAS,5
7448,ESCUELA ENTRE LAGOS,26
7449,ESCUELA RURAL ARMANDO SCHEUCH EPPLE,9
7450,ESCUELA RURAL LOS PELLINES,12
7452,ESCUELA RURAL EL ENCANTO,4
7453,ESCUELA RURAL RADALES,2
7458,ESCUELA RURAL ÑADY,3
7459,ESCUELA RURAL ESTACION NUEVO PORVENIR,23
7460,ESCUELA RURAL PILMAIQUEN,11
7463,ESCUELA RURAL DESAGUE RUPANCO,3
7464,ESCUELA RURAL FUTACUHIN,3
7465,ESCUELA RURAL TERMAS DE PUYEHUE,2
7469,ESCUELA RURAL SANTA ELVIRA,1
7470,LICEO BICENTENARIO PEOPLE HELP PEOPLE DE PILMAIQUEN,39
7476,ESCUELA ALBERTO HURTADO,18
7477,ESCUELA RURAL ADMINISTRACION RUPANCO,9
7478,ESCUELA RURAL LAS CASCADAS,12
7479,ESCUELA RURAL EL ISLOTE RUPANCO,3
7489,ESCUELA RURAL LA PELLINADA,1
7496,ESCUELA RURAL NOCHACO,11
7499,ESCUELA PARTICULAR N.178 RIO BLANCO-COIHUECO,1
7505,LICEO BICENTENARIO TOMAS BURGOS,23
7507,ESCUELA BERTOLDO HOFMANN KAHLER,17
7508,ESCUELA VILLA LO BURGOS,17
7509,CENTRO EDUCACION INTEGRAL DE ADULTOS,5
7510,ESCUELA RURAL LA PAZ,10
7511,ESCUELA RURAL ANTONIO SEGUNDO FERNANDEZ PORTALES,5
7531,ESCUELA PURRANQUE,10
7534,ESCUELA RURAL CONCORDIA,2
7535,ESCUELA RURAL NUEVA ISRAEL,6
7536,COLEGIO PRECIOSA SANGRE,39
7538,ESCUELA RURAL MANQUEMAPU,2
7541,ESCUELA ANDREW JACKSON,23
7542,LICEO JOSE TORIBIO MEDINA,10
7543,ESCUELA RIO NEGRO,24
7544,COLEGIO RIACHUELO,24
7572,COLEGIO SAGRADA FAMILIA,33
7575,ESCUELA PARTICULAR N.184 VISTA HERMOSA,1
7578,LICEO AGRICOLA `VISTA HERMOSA`,52
7580,ESCUELA RURAL PULOTRE,2
7583,ESCUELA RURAL PUAUCHO,15
7586,ESCUELA RURAL LOMA DE LA PIEDRA,5
7587,ESCUELA RURAL PUÑINQUE,3
7588,ESCUELA RURAL PUCATRIHUE,5
7590,ESCUELA RURAL LIUCURA,3
7592,ESCUELA RURAL PURREHUIN,5
7593,ESCUELA RURAL BAHIA MANSA,19
7596,ESCUELA RURAL CARRICO,1
7600,ESCUELA PARTICULAR N.163 LAFQUELMAPU,4
7601,ESCUELA PARTICULAR N.158 POPOEN,3
7605,ESCUELA PARTICULAR N.157 PURRUCALHUE,2
7606,ESCUELA PARTICULAR N.164 TROSCO,3
7607,ESCUELA PARTICULAR N.156 CHANCO,2
7610,ESCUELA PARTICULAR N.269 CHAMILCO,4
7612,ESCUELA PARTICULAR N.168 CUMILELFU,1
7613,ESCUELA PARTICULAR N.169 LOS HUALLES,7
7614,COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA,24
7616,ESCUELA PARTICULAR N.166 MONTE VERDE,1
7617,ESCUELA PARTICULAR N.172 PUNOTRO,1
7619,ESCUELA PARTICULAR N.173 HUAMPUTUE,1
7620,ESCUELA PARTICULAR N.160 MILLAHUAIMO,1
7622,ESCUELA PARTICULAR N.154 HUITRAPULLI,7
7624,ESCUELA DE ADULTOS RELONCAVI,3
7625,LICEO INDUSTRIAL PUERTO MONTT,38
7626,INSTITUTO COMERCIAL DE PUERTO MONTT,31
7627,LICEO DE HOMBRES MANUEL MONTT,31
7628,LICEO ISIDORA ZEGERS DE HUNEEUS,32
7629,LICEO ANDRES BELLO,32
7630,ESCUELA ESPANA,35
7631,ESCUELA N°2 REPUBLICA ARGENTINA,28
7632,ESCUELA N 10 ANGELMO,34
7633,ESCUELA CAPITAN ARTURO PRAT CHACON,33
7634,ESCUELA MIRASOL,29
7636,ESCUELA N 5 MIRAMAR,31
7637,ESCUELA N 7 ARABE-SIRIA,31
7638,ESCUELA N 3 MELIPULLI,44
7639,COLEGIO DARIO SALAS,35
7641,ESCUELA BELLAVISTA,20
7642,ESCUELA BASICA GABRIELA MISTRAL,15
7643,ESCUELA CHILOE,23
7644,ESCUELA BASICA SANTA INES,22
7645,ESCUELA DIFERENCIAL `LOS EUCALIPTOS`,26
7646,ESCUELA ROTARIO PEDRO AVELINO BRAVO,27
7647,ESCUELA LIBERTAD,37
7648,ESCUELA MARCELA PAZ,12
7650,ESCUELA DE CULTURA Y DIFUSION ARTISTICA,21
7651,COLEGIO TECNICO PROFESIONAL PIEDRA AZUL,31
7654,ESCUELA RURAL LENCA,16
7655,ESCUELA RURAL MAILLEN,7
7656,ESCUELA RURAL PELLUCO,12
7658,ESCUELA RURAL CORRENTOSO,9
7659,ESCUELA ALERCE HISTORICO,30
7662,ESCUELA RURAL SENDA SUR,1
7663,ESCUELA RURAL LOS COLONOS,4
7664,ESCUELA CAYENEL,24
7665,ESCUELA RURAL LA CHAMIZA,23
7667,CENTRO DE EDUCACION DE ADULTOS JOSE BERNARDO SUAREZ,7
7668,COLEGIO ISLA TENGLO,6
7669,ESCUELA RURAL ILQUE,8
7670,ESCUELA RURAL CARE - CHILE,2
7671,ESCUELA RURAL LAGUNITAS,16
7672,ESCUELA RURAL CHAICAS,14
7673,ESCUELA RURAL LOS PIONEROS DE SALTO CHICO,1
7675,ESCUELA RURAL TRAPEN,7
7676,ESCUELA RURAL CHINQUIHUE ALTO,5
7677,ESCUELA RURAL METRI,2
7679,ESCUELA RURAL HUELMO,15
7681,ESCUELA RURAL RIO CHICO,2
7682,ESCUELA RURAL LA PALOMA,12
7684,ESCUELA RURAL TEPUAL,5
7685,ESCUELA RURAL LA VARA,23
7686,ESCUELA RURAL MAILLEN-PUQUELDON,4
7688,ESCUELA RURAL LAUCA,1
7689,ESCUELA RURAL PICHIQUILLAIPE,5
7690,ESCUELA RURAL RIO BLANCO,1
7691,ESCUELA RURAL ·PUNTILLA TENGLO,5
7693,ESCUELA RURAL PELLINES DEL SALTO,1
7694,ESCUELA RURAL ALTO BONITO,2
7695,ESCUELA RURAL SALTO GRANDE,1
7696,ESCUELA ANAHUAC,22
7698,ESCUELA RURAL CALETA LA ARENA,2
7699,COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ,131
7700,COLEGIO SAN FRANCISCO JAVIER,5
7701,COLEGIO ARRIARAN BARROS,33
7704,COLEGIO EJERCITO DE SALVACIÓN,31
7705,INSTITUTO POLITECNICO MARIA AUXILIADORA,27
7706,COLEGIO SANTO TOMAS DE PUERTO MONTT,41
7707,COLEGIO INMACULADA CONCEPCION,36
7709,COLEGIO SAN JOSE PUERTO MONTT,40
7710,ESCUELA PARTICULAR N. 197 SAN IGNACIO,5
7712,COLEGIO SAN ANTONIO,6
7714,ESCUELA PARTICULAR N. 193 NUEVA PANITAO,8
7717,INSTITUTO ALEMAN DE PUERTO MONTT,49
