RBD,NOM_RBD,DOCENTES
9883,ESCUELA BÁSICA N 263 RAMON FREIRE,25
9884,ESCUELA LEON HUMBERTO VALENZUELA,26
9886,ESCUELA ESTRELLA REINA DE CHILE,24
9887,ESCUELA EL LLANO DE MAIPU,13
9888,ESCUELA SANTA ADELA,19
9889,LICEO REINO DE DINAMARCA,25
9890,ESCUELA TOMAS VARGAS,29
9891,REPUBLICA DE GUATEMALA,24
9892,ESCUELA LAS AMERICAS,28
9893,ESCUELA ESPECIAL ANDALUE,28
9895,ESCUELA BASICA REINA DE SUECIA,30
9896,LICEO ALCALDE GONZALO PEREZ LLONA,19
9897,LICEO POLITECNICO PARTICULAR HANNOVER,40
9900,COLEGIO BICENTENARIO DE EXCELENCIA POLITECNICO ALEMAN ALBERT EINSTEIN,20
9901,ESCUELA PARTICULAR FRANZ LISZT,11
9902,ESCUELA PARTICULAR ESPECIAL DON ORIONE,10
9903,COLEGIO LOS CONQUISTADORES,18
9905,LICEO SAN PEDRO POVEDA,10
9906,ESCUELA PARTICULAR INSTITUTO AMERICA,12
9907,COLEGIO POLIVALENTE CAMILO HENRIQUEZ,16
9909,CENTRO EDUCACIONAL PIAMARTINO CAROLINA LLONA DE CUEVAS,81
9910,COLEGIO PARTICULAR SAN FELIX,11
9911,COLEGIO DE LA PROVIDENCIA C.LARRAIN DE I,34
9912,COLEGIO PART. ASCENSION NICOL,26
9913,COLEGIO ESC.  JOSE MANSO DE VELASCO,6
9916,ESCUELA DE PARVULOS LOS PAISES BAJOS,12
9917,COLEGIO POLIVALENTE PATRICIO MEKIS,51
9919,COLEGIO PARTICULAR MATER DEI,26
9920,ESC. BASICA DIVINO JESUS,5
9922,ESCUELA PARTICULAR HOLANDA,24
9924,COLEGIO ALBERTO PEREZ,51
9926,COLEGIO SOFIA INFANTE HURTADO,21
9928,ESCUELA PARTICULAR AMANECER,5
9930,ESCUELA PARTICULAR JOSE ANTONIO LECAROS,19
9937,LICEO MATER PURISSIMA,35
9939,ESCUELA BASICA CAMPOS DE MAIPU-CERRILLOS,22
9940,ESCUELA LICEO MADRE VICENCIA,36
9941,COLEGIO PARTICULAR DE ASIS,5
9942,"ESCUELA, COLEGIO POLITEC.H.DE MAGALLANES",15
9945,COLEGIO ELLEN COLLEGE,18
9946,ESCUELA PARTICULAR LA MONTANA,7
9947,COLEGIO INDUSTRIAL PART. DON ORIONE,42
9948,ESCUELA PARTICULAR SAINT RODRIC COLLEGE,6
9950,COLEGIO EL REDENTOR,34
9953,CENTRO EDUCACIONAL SAN ANDRES,14
9955,COLEGIO ROSITA SANCHEZ,21
9957,LICEO INDUSTRIAL ALBERTO WIDMER,21
9959,COMPLEJO EDUCACIONAL MAIPU,91
9960,ESCUELA PARTICULAR VILLA ESPANA,11
9963,COLEGIO PARTICULAR ESPECIAL JUAN XXIII,19
9967,ESCUELA PARTICULAR RUBEN DARIO,25
9968,ESCUELA ESPECIAL EDUCACIONAL AGAZZI,3
9972,ESC. BASICA PARTIC.SAINT MAURICES,14
9973,COLEGIO SANTA URSULA,27
9979,COLEGIO PETER COLLEGE,8
9981,LICEO INDUSTRIAL DOMINGO MATTE PEREZ,12
9982,LICEO COMERCIAL MOLINA LAVIN,14
9985,LICEO GUILLERMO LABARCA HUBERTSON,26
9986,LICEO POLITECNICO,19
9987,ESCUELA PLATON,19
9991,ESCUELA ABATE MOLINA,19
9992,ESCUELA DIEGO PORTALES,31
9993,ESCUELA INGLATERRA,28
9994,ESCUELA ANGELMO,21
9995,ESCUELA INSIGNE GABRIELA,24
9996,ESCUELA ESPANA,15
9998,ESCUELA LO FRANCO,31
9999,ESCUELA ANTUMALAL,15
10000,ESCUELA CALICANTO,24
10001,ESCUELA MEMBRILLAR,21
10005,ESCUELA BASICA MUNICIPAL GRENOBLE,34
10006,ESCUELA REPUBLICA DE LA INDIA,19
10010,MUSTAFA KEMAL ATATURK,28
10012,ESCUELA GIL DE CASTRO,18
10014,ESCUELA PARTICULAR ANDRES BELLO,5
10015,ESCUELA OLGA NAVARRO SEPULVEDA,15
10018,ESCUELA PARTICULAR JOSE JOAQUIN PEREZ,7
10019,ESCUELA PARTICULAR SAN JOSE SCHOOL,7
10021,ESCUELA PARTICULAR VICTOR HUGO,13
10023,LICEO ALBERTO HURTADO,22
10026,ESCUELA PARTICULAR MONTE GRANDE,12
10028,ESCUELA N°1124 ALIANZA AMERICANA,10
10030,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,48
10032,ESCUELA BASICA PARTICULAR  Nº 488 `ZENON TORREALBA`,16
10035,ESCUELA PARTICULAR NUEVO HORIZONTE,13
10036,ESCUELA PARTICULAR PDTE. ABRAHAM LINCOLN,21
10041,COLEGIO SAINT MARK,8
10042,COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO,23
10044,CENTRO EDUCACIONAL ALBERTO HURTADO,20
10046,ESCUELA PARTICULAR SAGRADA FAMILIA,32
10052,LICEO POLITECNICO SAN FRANCISCO SOLANO,11
10056,ESCUELA DIFERENCIAL LOS LIRIOS,16
10058,COLEGIO POLIVALENTE PRINCIPE DE GALES,15
10063,ESCUELA PARTICULAR CARMEN CHACON,9
10064,ESCUELA PARTICULAR MARIA CRISTINA,8
10069,COLEGIO MARQUEL,32
10073,LICEO BICENTENARIO INDUSTRIAL VICENTE PEREZ ROSALES,13
10074,ESCUELA ALIANZA,19
10075,LICEO POLIVALENTE LOS HEROES DE LA CONCEPCIÓN,23
10076,COMPLEJO EDUCACIONAL PEDRO PRADO,45
10077,LICEO MUN. CENTRO EDUCACIONAL PUDAHUEL,28
10080,ESCUELA TENIENTE HERNAN MERINO CORREA,25
10081,ESCUELA ESTRELLA DE CHILE,53
10083,ESCUELA PRESIDENTE ROOSEVELT,29
10085,ESCUELA ESTADO DE FLORIDA,43
10086,ESCUELA REPUBLICA DE ITALIA,26
10087,ESCUELA REPUBLICA DE CROACIA,24
10088,ESCUELA HERMINDA DE LA VICTORIA,21
10089,ESCUELA JAIME GOMEZ GARCIA,34
10090,ESCUELA ALEXANDER GRAHAM BELL,36
10091,ESCUELA PROFESORA GLADYS VALENZUELA V,35
10092,ESCUELA GOLDA MEIR,29
10093,ESCUELA MILLAHUE,24
10095,ESCUELA IGNACIO CARRERA PINTO,24
10097,ESCUELA MARISCAL DE AYACUCHO,23
10098,ESCUELA PROVINCIA DE ARAUCO,24
10099,ESCUELA GENERAL RENE ESCAURIAZA,20
10100,ESCUELA EL SALITRE,23
10102,ESCUELA ALBERT EINSTEIN,21
10103,ESCUELA SOR TERESA DE LOS ANDES,36
10104,ESCUELA MONSENOR CARLOS OVIEDO,28
10105,ESCUELA FEDERICO ACEVEDO SALAZAR,36
10106,LICEO BICENTENARIO POETA PABLO NERUDA,40
10107,ESCUELA BASICA PAULO FREIRE,20
10108,ESCUELA LEONARDO DA VINCI,18
10109,ESCUELA DOCTOR TREVISO GIRARDI TONELLI,20
10113,ESCUELA ELVIRA SANTA CRUZ OSSA,35
10114,ESCUELA BASICA N°389 REPUBLICA DE ESTADOS UNIDOS,24
10116,COLEGIO NEPTUNO,29
10117,ESCUELA MARIA LUISA BOMBAL,24
10119,ESCUELA POETA VICENTE HUIDOBRO,27
10120,LICEO DE ADULTOS ALBERTO GALLEGUILLOS J.,23
10121,ESCUELA CIUDAD SANTO DOMINGO DE GUZMAN,19
10122,ESCUELA PROF. MANUEL GUERRERO CEBALLOS,25
10123,ESCUELA BASICA MELVIN JONES,27
10124,ESCUELA SAN DANIEL,28
10125,ESCUELA SARGENTO CANDELARIA,16
10126,COMPLEJO EDUCACIONAL CERRO NAVIA,21
10127,ESC.DE EDUCACION DIFERENCIAL QUILLAHUE,31
10128,ESCUELA CENTRO EDUC.INTEGRAL DE ADULTOS,8
10130,LICEO CIUDAD DE BRASILIA,28
10133,ESCUELA BASICA G-N°320 LIPANGUE,5
10134,ESC.COMODORO ARTURO MERINO BENITEZ,24
10135,ESCUELA LO BOZA,23
10140,ESCUELA PARTICULAR FRINGS COLLEGE,19
10142,ESCUELA BASICA PARTICULAR N°811 DRA.VICTORIA GARCIA,7
10143,ESCUELA PARTICULAR ESPANA,14
10147,ESCUELA PARTICULAR BABILONIA,10
10149,ESCUELA PARTICULAR RAPA NUI,15
10151,COLEGIO CRISTIAN AND CAREN SCHOOL,24
10152,ESCUELA PARTICULAR ANDANTINO,26
10155,ESCUELA CHARLES SCHOOL-DIURNA,12
10156,ESCUELA JARDIN LO PRADO,20
10157,COLEGIO MINISTRO DIEGO PORTALES,15
10158,COLEGIO SAN DAMIAN DE MOLOKAI,41
10159,ESCUELA PARTICULAR ROBERT KENNEDY,11
10160,ESCUELA BAS. COLEGIO BAU,33
10162,LICEO TENIENTE DAGOBERTO GODOY NO.3,28
10164,COLEGIO SAN FRANCISCO JAVIER,50
10167,ESCUELA BASICA N°1058 SANTA BEATRIZ,27
10168,ESCUELA PARTICULAR SAN VICENTE FERRER,32
10171,ESCUELA PARTICULAR VILLA LOURDES,9
10172,ESC BAS PART CENTRO EDUCACIONAL SN PABLO,19
10173,ESCUELA PART. SUNS SCHOOL,10
10176,ESCUELA PARTICULAR ESPECIAL RENACER,7
10182,ESCUELA  BASICA  N° 912 ELLEN  COLLEGE,15
10183,ESCUELA PARTICULAR CARLOS PEZOA VELIZ,13
10186,ESCUELA PARTICULAR LA FRONTERA,12
10187,COLEGIO BICENTENARIO MADRE ANA EUGENIA,49
10191,ESCUELA PARTICULAR LA CIUDAD EDUCATIVA,4
10193,COLEGIO POLIV. SAINT ORLAND N 3,34
10196,LICEO INDUSTRIAL BENJAMIN DAVILA LARRAIN,11
10197,ESCUELA JUANA DE LESTONAC,18
10199,LICEO POLIVALENTE A80 PRESIDENTE JOSE MANUEL BALMACEDA,32
10200,ESCUELA BASICA ISABEL LE BRUN,42
10201,LICEO THOMAS ALVA EDISON,29
10202,ESCUELA DOMINGO SANTA MARIA GONZALEZ,30
10204,ESCUELA CAPITAN JOSE LUIS ARANEDA,22
10205,ESCUELA GENERAL MANUEL BULNES PRIETO,20
10207,ESCUELA REBECA MATTE BELLO,40
10210,ESCUELA GENERAL ALEJANDRO GOROSTIAGA O,26
10212,ESCUELA JUANA ATALA DE HIRMAS,25
10216,ESC. BASICA MONSERRAT ROBERT DE GARCIA,18
10217,COLEGIO PARTICULAR HELENICO,7
10219,COLEGIO CORAZON DE JESUS DE RENCA,4
10220,COLEGIO PRESIDENTE ALESSANDRI,25
10221,COLEGIO PARTICULAR CHARLES DARWIN,8
10223,LICEO SANTA TERESITA,21
10224,COLEGIO ARTURO TORO AMOR,24
10225,ESCUELA PARTIC. COLEGIO BALMACEDA-RENCA,10
10226,ESCUELA PARTICULAR SAN GENARO,28
10228,ESCUELA PARTICULAR PRIMITIVA ECHEVERRIA,35
10229,ESCUELA PARTICULAR JOSE BERNARDO SUAREZ,4
10232,COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA,32
10233,ESCUELA PARTICULAR SAN FIDEL,9
10234,ESCUELA ESPECIAL PARTICULAR ESPERANZA,6
10235,ESCUELA BASICA  N° 878  LOS ACACIOS,12
10239,ESCUELA ESTADO DE MICHIGAN,34
10240,ESCUELA LUIS CRUZ MARTINEZ,66
10241,ESCUELA BASICA EL MANIO,25
10245,PARROQUIAL NUESTRA SEÑORA DEL CARMEN DE QUILICURA,25
10246,COLEGIO POLIV. SANTA MARIA,58
10247,ESCUELA BASICA PART PAULA JARAQUEMADA,61
10248,LICEO INSTITUTO TECNOLOGICO Y COMERCIAL RECOLETA-INTECO,20
10250,CENTRO EDUCACIONAL DE HUECHURABA,44
10251,LICEO POETA FEDERICO GARCIA LORCA,21
10252,LICEO ARTURO PEREZ CANTO,31
10253,LICEO POLIV. ABDON CIFUENTES,32
10254,CENTRO EDUCACIONAL JOSE MIGUEL CARRERA,24
10255,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,27
10257,ESCUELA SARGENTO 2. DANIEL REBOLLEDO,19
10259,LICEO ALBERTO BLEST GANA,28
10260,ESCUELA UNESCO,16
10262,ESCUELA ESPANA,23
10263,ESCUELA D-114,14
10264,ESCUELA SOL NACIENTE,18
10265,ESCUELA HORACIO JOHNSON GANA,20
10266,ESCUELA DRA.ELOISA DIAZ INSUNZA,27
10267,ESCUELA ESCRITORA MARCELA PAZ,35
10268,ESCUELA PUERTO RICO,26
10269,LICEO MUNC.ALMIRANTE GALVARINO RIVEROS,17
10270,CENTRO EDUC.ESCRITORES DE CHILE,35
10271,ESCUELA ARAUCARIAS DE CHILE,16
10272,ESCUELA BASICA CARLOS PRATS G.,48
10273,ESCUELA VALLE DEL INCA,16
10277,ESCUELA ADELAIDA LA FETRA,44
10278,ESCUELA PEDRO AGUIRRE CERDA,15
10279,ESCUELA ALLIPEN,18
10280,CENTRO EDUC. POETA EUSEBIO LILLO,16
10281,ESCUELA ATENEA,18
10282,ESCUELA LUIS GALDAMES,18
10283,ESCUELA AVIADOR DAGOBERTO GODOY F.,19
10285,ESCUELA SANTA VICTORIA DE HUECHURABA,42
10288,ESCUELA BASICA LIKAN-ANTAI,16
10290,ESCUELA LAS CANTERAS,45
10291,ESCUELA VICTOR CUCCUINI,23
10293,ESCUELA ESP. HUMBERTO ARANDA IRRIBARREN,19
10300,ESCUELA MARTA COLVIN,19
10301,ESCUELA CAMILO HENRIQUEZ,19
10302,ESCUELA ANNE ELEONOR ROOSEVELT,16
10305,ESCUELA SANTIAGO DE GUAYAQUIL,37
10306,ESCUELA MUN.HERMANA MARIA GORETTI,19
10307,ESCUELA RAFAEL VALDIVIESO,33
10309,ESCUELA EDUC.DIF. STA. TERESA DE AVILA,41
10313,COLEGIO POLIV. ALEJANDRO FLORES,37
10315,COLEGIO CRISTOBAL COLON,50
10320,LICEO AVENIDA RECOLETA,50
10321,LICEO LAS AMERICAS MODERNAS,4
10324,ESCUELA JOSE ABELARDO NUÑEZ Nº 3,36
10326,ESCUELA PARTICULAR SAN JOSE,25
10327,ESCUELA PARTICULAR SANTA TERESITA,47
10329,COLEGIO LIBERTADOR SAN MARTIN,17
10331,COLEGIO ISABEL RIQUELME,12
10332,ESCUELA PARTICULAR EL CARMEN,39
10333,ESCUELA PARTICULAR N.SRA.DE GUADALUPE,36
10334,ESCUELA PATROCINIO EL SEMBRADOR N 2,13
10335,ESCUELA SAN JORGE,10
10336,ESCUELA PARTICULAR SAN DIEGO,39
10337,COLEGIO MATER DOLOROSA,26
10338,ESCUELA BASICA SANTO DOMINGO,24
10341,ESCUELA BASICA PART. THE LITTLE SCHOOL,12
10344,COLEGIO HELLEN´S COLLEGE,22
10345,ESCUELA PARTICULAR FRANCISCO BILBAO,23
10346,ESCUELA BASICA INES DE SUAREZ,4
10348,ESCUELA BASICA PART.MARY ANNE SCHOOL,8
10350,COLEGIO ELENA BETTINI,16
10351,ESCUELA PARTICULAR PARQUE ASUNCION,29
10352,ESC.BASICA PART. NUEVA AURORA DE CHILE,23
10353,ESCUELA ESPECIAL PARTICULAR LA PIRAMIDE,3
10355,COLEGIO PARTICULAR JUAN PABLO,19
10359,ESCUELA PART. SANTA LUISA DE MARILLAC,29
10361,ESCUELA PARTICULAR ZOLTAN DIENES,19
10362,ESCUELA PARTICULAR HNAS.AGAZZI,5
10363,ESCUELA PARTICULAR JAIME EYZAGUIRRE,4
10364,ESCUELA BÁSICA Nº 953 JOSE ARTIGA,30
10365,ESCUELA BAS. ISABEL GONZALEZ CARES,18
10372,ESCUELA PARTICULAR ISLA DE PASCUA,6
10375,ESCUELA PARTICULAR RUTH,6
10376,ESCUELA BÀSICA Nº 1090 UNIÒN LATINOAMERICANA,7
10377,LICEO POLIVALENTE SAINT ANDREWS,19
10384,ESCUELA BASICA PART.BRIGIDA WALKER,2
10385,ESCUELA PART. ADVENTISTA SANTIAGO NORTE,25
10386,ESCUELA ESPECIAL BELLA ESPERANZA,8
10396,LICEO POLIVALENTE RAFAEL DONOSO CARRASCO,21
10397,LICEO INDUSTRIAL DE RECOLETA,18
10398,LICEO REBECA OLIVARES BENITEZ,8
10399,LICEO POLIVALENTE RIGOBERTO FONTT I.,36
10400,ESCUELA BASICA MARCOS GOOYCOLEA CORTES,33
10401,ESCUELA BASICA SANTA TERESA DEL CARMELO,27
10402,ESCUELA ESPECIAL ERNESTO SOTO NEGRETE,6
10403,ESCUELA PREMIO NOBEL PABLO NERUDA,25
10404,ANDALIEN DE COLINA,20
10405,LICEO ESMERALDA,36
10407,ESCUELA BASICA ALGARROBAL,20
10408,LICEO PELDEHUE,19
10409,ESC.BASICA FRANCISCO PETRINOVIC KARLOVAC,17
10410,ESCUELA BASICA SAN VICENTE DE LO ARCAYA,18
10411,ESCUELA BASICA SANTA MARTA DE LIRAY,21
10412,ESCUELA SAN FRANCISCO DE ASIS,9
10413,ESCUELA PARTICULAR PAPELUCHO,21
10415,ESCUELA PARTICULAR DESIREE,44
10416,CENTRO DE TRATAMIENTO INTEGRAL LOS LAURELES,22
10419,COMPLEJO EDUCACIONAL DE LAMPA,24
10420,ESCUELA MANUEL SEGOVIA MONTENEGRO,38
10421,ESCUELA REPUBLICA DE POLONIA,17
10422,ESCUELA BASICA CACIQUE COLIN,25
10424,ESCUELA SANTA  BARBARA,20
10425,ESCUELA POLONIA GUTIERREZ C.,25
10426,ESCUELA BASICA F-N°371 SANTA ROSA DE LAMPA,13
10427,ESCUELA BASICA F - N°372 SANTA SARA,13
10428,ESCUELA BASICA G-N°373 EL LUCERO,12
10429,NORMA GONZÁLEZ GUERRA,17
10430,ESCUELA BASICA SAN SEBASTIAN DE BATUCO,23
10431,ESC. ESPECIAL PADRE LUIS GUANELLA,11
10432,LICEO POLIVALENTE MANUEL RODRIGUEZ,42
10433,LICEO HUERTOS FAMILIARES,21
10435,ESCUELA BASICA G-N°345 RUNGUE,10
10436,ESCUELA BASICA G-N° 346,11
10439,ESCUELA BASICA G-N°348,4
10441,ESCUELA BASICA G-N°349,8
10442,ESCUELA BASICA G-N°350,6
10443,LICEO MONTENEGRO,12
10444,ESCUELA BASICA G-N°352 PLAZUELA DE POLPAICO,13
10447,ESCUELA PARTICULAR LA MERCED,24
10449,ESCUELA CAMINO DE LUZ,4
10450,ESCUELA CONSOLIDADA,42
10452,LICEO PUENTE ALTO,21
10453,LICEO IND. MUNICIPALIZADO A N_ 116,26
10455,LICEO SAN GERONIMO,25
10456,LICEO COMERCIAL DE PUENTE ALTO,20
10457,COLEGIO MAIPO,27
10458,ESCUELA VILLA INDEPENDENCIA,30
10459,ESCUELA REPUBLICA DE GRECIA,18
10460,CENTRO EDUCACIONAL NUEVA CREACION,102
10461,ESCUELA LOS ANDES,18
10462,ESCUELA NONATO COO,22
10464,ESCUELA VILLA PEDRO AGUIRRE CERDA,16
10465,ESCUELA EJERCITO LIBERTADOR,21
10470,LICEO MUNIC.ING.MILITAR JUAN MACKENA O.,30
10472,ESCUELA CASAS VIEJAS,17
10473,ESCUELA OSCAR BONILLA,25
10474,ESCUELA LUIS MATTE LARRAIN,41
10475,ESCUELA GABRIELA,26
10476,ESCUELA LAS PALMAS,31
10478,ESCUELA SAN LUIS GONZAGA,13
10479,COLEGIO ESTELA SEGURA,21
10480,ESCUELA PIERRE VAYER,7
10482,COLEGIO ARTURO PRAT,18
10484,COLEGIO CORDILLERA,25
10487,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,137
10488,ESCUELA GENOVEVA MOLL BRIONES,30
10489,LICEO NUESTRA SENORA DE LAS MERCEDES,45
10491,ESCUELA SANTA JOAQUINA DE VEDRUNA,33
10492,COLEGIO CRISTIANO BELEN,21
10493,COLEGIO SAN LUIS DE GONZAGA II,10
10495,ESC. PART. SAN ANDRES,25
10496,ESCUELA INDUSTRIAL LAS NIEVES,18
10497,ESC. PARTICULAR JOSEFINA GANA DE J.,35
10500,COLEGIO POLIV. EL ALBORADA,30
10501,COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON,12
10502,ESCUELA PARTICULAR MIGUEL CRUCHAGA T.,29
10503,COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO,37
10505,LICEO POLIVALENTE MARIA REINA,37
10506,COLEGIO SENDA DEL SABER,30
10507,LICEO BICENTENARIO TÉCNICO LAS NIEVES,22
10512,COLEGIO LOS AROMOS,9
10515,ESCUELA DOMINGO FAUSTINO SARMIENTO,28
10516,LICEO MUNIC. TEC. PROF. EL LLANO,26
10519,ESCUELA BASICA G-N°646 LO ARCAYA,18
10520,LICEO  EL PRINCIPAL,39
10522,ESCUELA BASICA G-N°643 SAN JUAN DE PIRQUE,12
10524,ESCUELA BASICA G-841 SANTOS RUBIO MORALES,15
10526,LICEO POLIVALENTE SAN JOSE DE MAIPO,24
10527,ESCUELA JULIETA BECERRA ALVAREZ,30
10528,ESCUELA GABRIELA TOBAR PARDO,14
10529,ESCUELA BASICA F-N°638 EL MELOCOTON,14
10530,ESCUELA BASICA F-N°629 DE CONCENTRACION FRONTERIZA,20
10532,ESCUELA BASICA G-N°631 FRONTERIZA,1
10536,ESCUELA BASICA G-N°635 INTEGRADORA EL MANZANO,16
10537,ESCUELA BASICA G-N°636 SAN ALFONSO,14
10540,COLEGIO RAFAEL EYZAGUIRRE,27
10541,LICEO COMERCIAL DE SAN BERNARDO,28
10542,CENTRO EDUCACIONAL BALDOMERO LILLO,37
10543,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN,26
10544,LICEO ELVIRA BRADY MALDONADO-SN.BERNARDO,32
10545,LICEO IND. MIGUEL AYLWIN GAJARDO,25
10546,ESCUELA PILAR MOLINER DE NUEZ,31
10547,ESCUELA REPUBLICA DEL BRASIL,19
10548,ESCUELA ISABEL RIQUELME,23
10550,ESCUELA L.GRAL. BERNARDO O´HIGGINS,26
10551,LICEO POLIV. LUCILA GODOY ALCAYAGA,18
10553,ESCUELA MARCIAL MARTINEZ FERRARI,33
10554,ESCUELA GENERAL RENE SCHNEIDER CHEREAU,22
10555,ESCUELA BASICA BASE EL BOSQUE,25
10556,ESCUELA ALEMANIA,30
10557,ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ,20
10558,ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA,18
10559,ESCUELA BERNARDO LEIGHTON,20
10560,ESCUELA JAVIERA CARRERA VERDUGO,28
10561,ESCUELA CLAUDIO ARRAU LEON,25
10563,ESCUELA MANUEL MAGALLANES MOURE,21
10564,ESCUELA REPUBLICA DEL PERU,25
10565,ESCUELA DIEGO PORTALES,48
10567,ESCUELA MAHUIDA,20
10568,ESCUELA ORLANDO LETELIER,23
10569,LICEO NUEVO PORVENIR,27
10570,ESCUELA BASICA DR LUIS SEPULVEDA SALVATI,19
10571,ESCUELA ESCRITORA  MARCELA PAZ,33
10572,LICEO FRAY LUIS BELTRAN,9
10573,CENTRO EDUCACIONAL MATIAS COUSINO,16
10574,ESCUELA ESPANA,15
10576,ESCUELA IGNACIO CARRERA PINTO,12
10577,ESCUELA DE EDUCACION DIFERENCIAL,46
10578,ESCUELA STA. TERESA DE LOS MORROS,25
10579,ESCUELA JOSE NUEZ MARTIN,24
10580,ESCUELA ABRAHAM LINCOLN,27
10581,ESCUELA BASICA ANTUPILLAN,21
10584,LICEO DE ADULTOS PUCARA DE CHENA,25
10586,ESCUELA ELEODORO YANEZ PONCE DE LEON,29
10588,LICEO CARDENAL ANTONIO SAMORE,31
10589,ESCUELA HARAS LOS CONDORES,21
10590,ESCUELA TERESA GARCIA HUIDOBRO,10
10592,LICEO CLARA SOLOVERA,24
10594,COLEGIO SAINT ARIELI,13
10595,ESCUELA BASICA PARTICULAR ROBERTO LORCA,25
10600,COLEGIO MONTESSORI,38
10604,COLEGIO VILLA SANTA MARIA,17
10606,COLEGIO GETSEMANI,29
10607,COLEGIO DOMINGO EYZAGUIRRE,35
10608,COLEGIO SUPERIOR DEL MAIPO,33
10610,COLEGIO SAN JOSE,29
10611,COLEGIO AMERICAN ACADEMY,28
10615,COLEGIO  INGLES ISAAC NEWTON,9
10618,INSTITUTO SAN PABLO MISIONERO,67
10619,ESCUELA PARTICULAR JOSE MIGUEL CARRERA,6
10621,ESCUELA JOSÉ ABELARDO NÚÑEZ N°2,57
10622,ESCUELA PARTICULAR MARVIT SCHOOL,9
10623,ESCUELA DIFERENCIAL JUAN SANDOVAL,16
10625,ESCUELA PARTICULAR MARIA MEDIANERA,41
10626,COLEGIO JUAN BAUTISTA DURAN,21
10628,COLEGIO ARAGON,7
10629,ESCUELA PARTICULAR EL BOSQUE,11
10631,COLEGIO QUILLAHUE SAN BERNARDO,19
10632,CENTRO EDUC. DENVER COLORADO SCHOOL,24
10635,INSTITUTO SAGRADO CORAZON,1
10638,LICEO 131,96
10640,COLEGIO DE MAIPO,22
10641,LICEO ALTO JAHUEL,32
10642,LICEO POLIVALENTE LOS GUINDOS,13
10643,ESCUELA VILLASECA,19
10645,LICEO FRANCISCO JAVIER KRUGGER ALVARADO,21
10646,ESCUELA VALDIVIA DE PAINE,22
10648,ESCUELA LO SALINAS,15
10649,ESCUELA HUMBERTO MORENO RAMIREZ,18
10651,ESCUELA LOS ROSALES DEL BAJO,31
10652,ESCUELA VILUCO,16
10655,ESCUELA ESPECIAL DEFIC MENTAL CAMPOSANO,11
10656,ESCUELA BASICA G-N°813 LOS AROMOS DE EL RECURSO,18
10658,LICEO POLIVALENTE MODERNO CARDENAL CARO,114
10660,ESCUELA HOGAR REHABILITACION DON ORIONE,8
10661,CENTRO DE EDUC.ESPECIAL HNO.BERNARDO,12
10662,COLEGIO SAINT MARY COLLEGE,6
10663,CENTRO EDUC. ENRIQUE BERNSTEIN CARABANTE,32
10665,ESCUELA ALEMANIA,27
10666,LICEO POLIVALENTE GREGORIO MORALES MIRANDA,34
10667,LICEO  MARIA CARVAJAL FUENZALIDA,41
10668,ESCUELA ELIAS SANCHEZ ORTUZAR,22
10669,ESCUELA  BARBARA KAST RIST,40
10671,ESCUELA CARMEN REVECO NUNEZ,25
10672,COLEGIO  CHALLAY,16
10673,ESCUELA BASICA F-N°835 HERMANOS SANCHEZ CERDA,24
10674,ESCUELA SENDERO DE CULITRIN,18
10675,ESCUELA  LAS COLONIAS,19
10676,ESCUELA BASICA G-N°830 FRANCISCO LETELIER VALDES,15
10677,ESCUELA BASICA G N°831 JAVIER EYZAGUIRRE ECHAURREN,17
10679,ESCUELA  BASICA G-N°832 AGUILA SUR,18
10680,ESCUELA HUGO PINO VILCHEZ,23
10685,COLEGIO PART. MARIA ANA MOGAS,27
10686,LICEO MUNICIPAL POETISA GABRIELA MISTRAL,50
10687,ESCUELA BASICA F-N°798 CALERA DE TANGO,38
10688,LICEO LONQUEN,33
10689,ESCUELA EL ROTO CHILENO,20
10692,ESCUELA PARTICULAR SAN IGNACIO,24
10694,ESCUELA PRESIDENTE PRIETO,1
10696,LICEO TALAGANTE,54
10697,LICEO POLITECNICO DE TALAGANTE,38
10699,LICEO REPUBLICA DE GRECIA,45
10702,ESCUELA MANUEL RODRIGUEZ ERDOIZA,18
10703,ESCUELA ESTRELLA DE BELEN,12
10704,ESCUELA ALBORADA DE TALAGANTE,37
10705,ESCUELA LUIS UNDURRAGA,16
10706,ESCUELA EL PINO VIEJO DE LONQUEN,13
10710,COLEGIO ALCANTARA DE TALAGANTE,29
10711,LICEO COMERCIAL TALAGANTE,20
10712,ESCUELA BAS. COLEGIO NACIONAL,9
10713,COLEGIO NINO JESUS,50
10715,INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ,17
10716,ESCUELA BAS. BARTOLOME BLUMENTHAL,18
10717,ESCUELA TECNICA SANTA MARIA MICAELA,14
10721,ENGLISH COLLEGE,65
10722,COLEGIO TORREON,11
